24-11-2024 22:10:31-log: Cannot access game frame or container.
24-11-2024 22:10:31-debug: asset-db:require-engine-code (628ms)
24-11-2024 22:10:32-log: Cocos Creator v3.8.1
24-11-2024 22:10:32-debug: [Assets Memory track]: asset-db-plugin-enable: project start:95.37MB, end 98.60MB, increase: 3.23MB
24-11-2024 22:10:32-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:92.87MB, end 98.60MB, increase: 5.73MB
24-11-2024 22:10:32-debug: [Assets Memory track]: asset-db-plugin-register: engine-extends start:95.21MB, end 98.60MB, increase: 3.39MB
24-11-2024 22:10:32-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:19.69MB, end 92.86MB, increase: 73.18MB
24-11-2024 22:10:32-debug: [Assets Memory track]: asset-db-plugin-register: programming start:93.47MB, end 95.16MB, increase: 1.69MB
24-11-2024 22:10:32-debug: asset-db:worker-init: initPlugin (94ms)
24-11-2024 22:10:32-debug: [Assets Memory track]: asset-db:worker-init start:19.68MB, end 98.65MB, increase: 78.97MB
24-11-2024 22:10:32-debug: Run asset db hook programming:beforePreStart ...
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunksbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/includes/common-vs.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/includes/standard-fs.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/includes/common-fs.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/includes/standard-vs.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/includes/unlit-fs.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/module-functions/common-vs.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/includes/toon-vs.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/includes/toon-fs.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/module-functions/debug-view.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/module-functions/standard-fs.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/module-functions/unlit-fs.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/module-functions/toon-fs.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/misc/silhouette-edge-fs.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/misc/silhouette-edge-vs.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/misc/sky-vs.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/misc/sky-fs.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-planar-shadow/fs.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-planar-shadow/vs.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-to-reflectmap/fs.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-to-scene/fs.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-to-scene/vs.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-to-shadowmap/fs.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-to-shadowmap/vs.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/post-process/chunks/fsr.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/post-process/chunks/hbao.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/post-process/chunks/vs.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-to-scene/pipeline/deferred-fs.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-to-scene/pipeline/forward-fs.chunkbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/builtin-reflection-probe-preview.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/builtin-standard.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/builtin-terrain.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:33-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/builtin-toon.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:33-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/builtin-unlit.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:33-debug: run package(builder) handler(enable) start
24-11-2024 22:10:36-debug: run package(shortcuts) handler(enable) start
24-11-2024 22:10:36-debug: run package(shortcuts) handler(enable) success!
24-11-2024 22:10:36-debug: run package(animation-graph) handler(enable) start
24-11-2024 22:10:36-debug: run package(animation-graph) handler(enable) success!
24-11-2024 22:10:36-debug: run package(about) handler(enable) start
24-11-2024 22:10:36-debug: run package(about) handler(enable) success!
24-11-2024 22:10:36-debug: run package(assets) handler(enable) start
24-11-2024 22:10:36-debug: run package(assets) handler(enable) success!
24-11-2024 22:10:36-debug: run package(console) handler(enable) start
24-11-2024 22:10:36-debug: run package(console) handler(enable) success!
24-11-2024 22:10:36-debug: run package(crash-reporter) handler(enable) start
24-11-2024 22:10:36-debug: run package(crash-reporter) handler(enable) success!
24-11-2024 22:10:36-debug: run package(extension) handler(enable) start
24-11-2024 22:10:36-debug: run package(hierarchy) handler(enable) start
24-11-2024 22:10:36-debug: run package(hierarchy) handler(enable) success!
24-11-2024 22:10:36-debug: run package(inspector) handler(enable) start
24-11-2024 22:10:36-debug: run package(inspector) handler(enable) success!
24-11-2024 22:10:36-debug: run package(light-probe) handler(enable) start
24-11-2024 22:10:36-debug: run package(light-probe) handler(enable) success!
24-11-2024 22:10:36-debug: run package(lightmap) handler(enable) start
24-11-2024 22:10:36-debug: run package(lightmap) handler(enable) success!
24-11-2024 22:10:36-debug: run package(node-library) handler(enable) start
24-11-2024 22:10:36-debug: run package(node-library) handler(enable) success!
24-11-2024 22:10:36-debug: run package(package-asset) handler(enable) start
24-11-2024 22:10:36-debug: run package(extension) handler(enable) success!
24-11-2024 22:10:36-debug: run package(process) handler(enable) start
24-11-2024 22:10:36-debug: run package(process) handler(enable) success!
24-11-2024 22:10:36-debug: run package(package-asset) handler(enable) success!
24-11-2024 22:10:36-debug: run package(builder) handler(enable) success!
24-11-2024 22:10:36-debug: [Assets Memory track]: asset-db-plugin-enable: builder start:154.09MB, end 330.04MB, increase: 175.95MB
24-11-2024 22:10:36-debug: run package(reference-image) handler(enable) success!
24-11-2024 22:10:36-debug: run package(reflection-probe) handler(enable) start
24-11-2024 22:10:36-debug: run package(reflection-probe) handler(enable) success!
24-11-2024 22:10:36-debug: run package(engine-extends) handler(enable) start
24-11-2024 22:10:36-debug: run package(adsense-h5g-plugin) handler(enable) start
24-11-2024 22:10:36-debug: run package(adsense-h5g-plugin) handler(enable) success!
24-11-2024 22:10:36-debug: run package(alipay-mini-game) handler(enable) start
24-11-2024 22:10:36-debug: run package(alipay-mini-game) handler(enable) success!
24-11-2024 22:10:36-debug: run package(android) handler(enable) start
24-11-2024 22:10:36-debug: run package(android) handler(enable) success!
24-11-2024 22:10:36-debug: run package(bytedance-mini-game) handler(enable) start
24-11-2024 22:10:36-debug: run package(bytedance-mini-game) handler(enable) success!
24-11-2024 22:10:36-debug: run package(engine-extends) handler(enable) success!
24-11-2024 22:10:36-debug: run package(certificate) handler(enable) success!
24-11-2024 22:10:36-debug: run package(channel-upload-tools) handler(enable) start
24-11-2024 22:10:36-debug: run package(fb-instant-games) handler(enable) start
24-11-2024 22:10:36-debug: run package(fb-instant-games) handler(enable) success!
24-11-2024 22:10:36-debug: run package(huawei-agc) handler(enable) start
24-11-2024 22:10:36-debug: run package(huawei-agc) handler(enable) success!
24-11-2024 22:10:36-debug: run package(huawei-quick-game) handler(enable) start
24-11-2024 22:10:36-debug: run package(huawei-quick-game) handler(enable) success!
24-11-2024 22:10:36-debug: run package(reference-image) handler(enable) start
24-11-2024 22:10:36-debug: run package(ios) handler(enable) success!
24-11-2024 22:10:36-debug: run package(linux) handler(enable) start
24-11-2024 22:10:36-debug: run package(linux) handler(enable) success!
24-11-2024 22:10:36-debug: run package(mac) handler(enable) start
24-11-2024 22:10:36-debug: run package(mac) handler(enable) success!
24-11-2024 22:10:36-debug: run package(native) handler(enable) start
24-11-2024 22:10:36-debug: run package(native) handler(enable) success!
24-11-2024 22:10:36-debug: run package(ohos) handler(enable) start
24-11-2024 22:10:36-debug: run package(ohos) handler(enable) success!
24-11-2024 22:10:36-debug: run package(openharmony) handler(enable) start
24-11-2024 22:10:36-debug: run package(openharmony) handler(enable) success!
24-11-2024 22:10:36-debug: run package(oppo-mini-game) handler(enable) start
24-11-2024 22:10:36-debug: run package(oppo-mini-game) handler(enable) success!
24-11-2024 22:10:36-debug: run package(runtime-dev-tools) handler(enable) start
24-11-2024 22:10:36-debug: run package(certificate) handler(enable) start
24-11-2024 22:10:36-debug: run package(taobao-creative-app) handler(enable) start
24-11-2024 22:10:36-debug: run package(taobao-creative-app) handler(enable) success!
24-11-2024 22:10:36-debug: run package(runtime-dev-tools) handler(enable) success!
24-11-2024 22:10:36-debug: run package(taobao-mini-game) handler(enable) success!
24-11-2024 22:10:36-debug: run package(vivo-mini-game) handler(enable) start
24-11-2024 22:10:36-debug: run package(vivo-mini-game) handler(enable) success!
24-11-2024 22:10:36-debug: run package(web-desktop) handler(enable) start
24-11-2024 22:10:36-debug: run package(web-desktop) handler(enable) success!
24-11-2024 22:10:36-debug: run package(web-mobile) handler(enable) start
24-11-2024 22:10:36-debug: run package(web-mobile) handler(enable) success!
24-11-2024 22:10:36-debug: run package(wechatgame) handler(enable) start
24-11-2024 22:10:36-debug: run package(wechatgame) handler(enable) success!
24-11-2024 22:10:36-debug: run package(ios) handler(enable) start
24-11-2024 22:10:36-debug: run package(channel-upload-tools) handler(enable) success!
24-11-2024 22:10:36-debug: run package(windows) handler(enable) start
24-11-2024 22:10:36-debug: run package(windows) handler(enable) success!
24-11-2024 22:10:36-debug: run package(xiaomi-quick-game) handler(enable) start
24-11-2024 22:10:36-debug: run package(xiaomi-quick-game) handler(enable) success!
24-11-2024 22:10:36-debug: run package(cocos-service) handler(enable) start
24-11-2024 22:10:36-debug: run package(cocos-service) handler(enable) success!
24-11-2024 22:10:36-debug: run package(im-plugin) handler(enable) start
24-11-2024 22:10:36-debug: run package(im-plugin) handler(enable) success!
24-11-2024 22:10:36-debug: run package(placeholder) handler(enable) start
24-11-2024 22:10:36-debug: run package(placeholder) handler(enable) success!
24-11-2024 22:10:36-debug: run package(wechatprogram) handler(enable) success!
24-11-2024 22:10:36-debug: run package(wechatprogram) handler(enable) start
24-11-2024 22:10:36-debug: run package(taobao-mini-game) handler(enable) start
24-11-2024 22:10:36-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/car-paint.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:36-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/eye.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:37-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/glass.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:36-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/fabric.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:37-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/hair.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:37-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/leaf.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:37-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/simple-skin.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:38-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/skin.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:38-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/sky.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:38-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/water.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:38-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/for2d/builtin-spine.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:38-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/for2d/builtin-sprite-renderer.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:38-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/for2d/builtin-sprite.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:38-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/builtin-camera-texture.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:38-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/builtin-clear-stencil.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:38-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/builtin-debug-renderer.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:38-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/builtin-graphics.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:38-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/builtin-geometry-renderer.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:38-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/builtin-occlusion-query.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:38-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/builtin-reflection-deferred.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:38-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/builtin-wireframe.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:38-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/legacy/standard.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:38-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/legacy/terrain.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:38-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/legacy/toon.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:38-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/particles/builtin-billboard.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:38-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/particles/builtin-particle-gpu.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/particles/builtin-particle-trail.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/particles/builtin-particle-xr-trail.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/particles/builtin-particle.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/cluster-build.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/cluster-culling.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/deferred-lighting.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/copy-pass.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/float-output-process.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/planar-shadow.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/post-process.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/skybox.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/smaa.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/ssss-blur.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/tonemap.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/util/batched-unlit.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/util/profiler.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/util/sequence-anim.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/util/splash-screen.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/editor/box-height-light.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/editor/gizmo.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/editor/grid-2d.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/editor/grid-stroke.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/editor/grid.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/editor/light-probe-visualization.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/editor/light.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/editor/terrain-circle-brush.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/editor/terrain-image-brush.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/editor/terrain-select-brush.effectbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:39-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/post-process/blit-screen.effectbackground: #aaff85; color: #000;color: #000;
